study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median
Balogh1992	timecourses	1773	plasma	caffeine	concentration	µg/ml	2778	991.0	['2.73e+00', '7.10e-01']					h	['2.00e+00', '1.00e+01']			13.76	0.16834898976795554			
Balogh1992	timecourses	1774	plasma	caffeine	concentration	µg/ml	2778	992.0	['2.31e+00', '6.60e-01']					h	['2.00e+00', '1.00e+01']			11.88	0.15659537106192098			
Balogh1992	timecourses	1775	plasma	caffeine	concentration	µg/ml	2778	981.0	['2.68e+00', '1.70e-01']					h	['2.00e+00', '1.00e+01']			11.4	0.34472170455683004			
Balogh1992	timecourses	1776	plasma	caffeine	concentration	µg/ml	2778	982.0	['4.06e+00', '1.30e+00']					h	['2.00e+00', '1.00e+01']			21.44	0.14235233864326874			
Balogh1992	timecourses	1777	plasma	caffeine	concentration	µg/ml	2778	983.0	['3.25e+00', '6.90e-01']					h	['2.00e+00', '1.00e+01']			15.76	0.19371483471655976			
Balogh1992	timecourses	1778	plasma	caffeine	concentration	µg/ml	2778	984.0	['3.58e+00', '7.80e-01']					h	['2.00e+00', '1.00e+01']			17.44	0.19047801996388855			
Balogh1992	timecourses	1779	plasma	caffeine	concentration	µg/ml	2778	985.0	['2.37e+00', '1.90e-01']					h	['2.00e+00', '1.00e+01']			10.24	0.31545264524608635			
Balogh1992	timecourses	1780	plasma	caffeine	concentration	µg/ml	2778	986.0	['2.05e+00', '4.00e-02']					h	['2.00e+00', '1.00e+01']			8.36	0.4920894522523147			
Balogh1992	timecourses	1781	plasma	caffeine	concentration	µg/ml	2778	987.0	['2.76e+00', '2.30e-01']					h	['2.00e+00', '1.00e+01']			11.96	0.3106133312235			
Balogh1992	timecourses	1782	plasma	caffeine	concentration	µg/ml	2778	988.0	['2.90e+00', '6.00e-01']					h	['2.00e+00', '1.00e+01']			14.0	0.1969420450948024			
Balogh1992	timecourses	1783	plasma	caffeine	concentration	µg/ml	2778	989.0	['2.56e+00', '8.90e-01']					h	['2.00e+00', '1.00e+01']			13.8	0.13206763434342786			
Balogh1992	timecourses	1784	plasma	caffeine	concentration	µg/ml	2778	990.0	['3.03e+00', '4.90e-01']					h	['2.00e+00', '1.00e+01']			14.079999999999998	0.2277390634248428			
Balogh1992	timecourses	1785	plasma	caffeine	concentration	µg/ml	2778	991.0	['2.88e+00', '6.40e-01']					h	['2.00e+00', '1.00e+01']			14.08	0.18800967459703427			
Balogh1992	timecourses	1786	plasma	caffeine	concentration	µg/ml	2778	992.0	['2.67e+00', '4.40e-01']					h	['2.00e+00', '1.00e+01']			12.44	0.2253823780602485			
Balogh1992	timecourses	1787	plasma	caffeine	concentration	µg/ml	2778	981.0	['3.06e+00', '1.20e-01']					h	['2.00e+00', '1.00e+01']			12.72	0.4048348065205475			
Balogh1992	timecourses	1788	plasma	caffeine	concentration	µg/ml	2778	982.0	['4.35e+00', '7.30e-01']					h	['2.00e+00', '1.00e+01']			20.32	0.2231108237425366			
Balogh1992	timecourses	1789	plasma	caffeine	concentration	µg/ml	2778	983.0	['3.92e+00', '5.50e-01']					h	['2.00e+00', '1.00e+01']			17.88	0.2454910818197489			
Balogh1992	timecourses	1790	plasma	caffeine	concentration	µg/ml	2778	984.0	['3.06e+00', '6.90e-01']					h	['2.00e+00', '1.00e+01']			15.0	0.18618482466939015			
Balogh1992	timecourses	1791	plasma	caffeine	concentration	µg/ml	2778	985.0	['2.38e+00', '1.30e-01']					h	['2.00e+00', '1.00e+01']			10.04	0.36341516452624223			
Balogh1992	timecourses	1792	plasma	caffeine	concentration	µg/ml	2778	986.0	['1.70e+00', '3.00e-02']					h	['2.00e+00', '1.00e+01']			6.92	0.504648268547769			
Balogh1992	timecourses	1793	plasma	caffeine	concentration	µg/ml	2778	987.0	['2.46e+00', '1.40e-01']					h	['2.00e+00', '1.00e+01']			10.4	0.3582842757896381			
Balogh1992	timecourses	1794	plasma	caffeine	concentration	µg/ml	2778	988.0	['2.54e+00', '4.40e-01']					h	['2.00e+00', '1.00e+01']			11.92	0.21914307913753445			
Balogh1992	timecourses	1795	plasma	caffeine	concentration	µg/ml	2778	989.0	['3.38e+00', '5.90e-01']					h	['2.00e+00', '1.00e+01']			15.88	0.2181885564471624			
Balogh1992	timecourses	1796	plasma	caffeine	concentration	µg/ml	2778	990.0	['3.86e+00', '4.50e-01']					h	['2.00e+00', '1.00e+01']			17.24	0.2686468599618139			
Balogh1992	timecourses	1797	plasma	caffeine	concentration	µg/ml	2778	991.0	['3.16e+00', '2.90e-01']					h	['2.00e+00', '1.00e+01']			13.8	0.2985557979500548			
Balogh1992	timecourses	1798	plasma	caffeine	concentration	µg/ml	2778	992.0	['2.98e+00', '1.60e-01']					h	['2.00e+00', '1.00e+01']			12.56	0.3655630955332029			
Beach1986	timecourses	1805	plasma	caffeine	concentration	µg/ml	2794			777.0	['3.02e+00', '4.00e+00', '4.19e+00', '4.19e+00', '4.18e+00', '4.18e+00', '3.94e+00', '3.61e+00', '3.33e+00', '2.52e+00', '1.86e+00', '1.16e+00', '4.70e-01']	['2.77e+00', '3.83e+00', '4.38e+00', '4.29e+00', '4.28e+00', '4.26e+00', '3.99e+00', '3.66e+00', '3.40e+00', '2.64e+00', '2.01e+00', '1.34e+00', '7.20e-01']	['3.04e+00', '3.18e+00', '3.47e+00', '3.40e+00', '3.40e+00', '3.38e+00', '3.36e+00', '3.36e+00', '3.39e+00', '3.47e+00', '3.58e+00', '3.83e+00', '5.08e+00']	h	['1.67e-01', '3.33e-01', '5.00e-01', '6.67e-01', '8.33e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01']		/media/data/Beach1986_Fig2.png	29.545	0.16441144421281745			
Benowitz1995	timecourses	1822	plasma	paraxanthine	concentration	µg/ml	2808			789.0	['0.00e+00', '3.96e+00', '4.20e+00', '4.68e+00', '5.15e+00', '5.22e+00', '5.56e+00', '5.15e+00']	['0.00e+00', '5.22e-01', '4.42e-01', '3.63e-01', '2.53e-01', '2.12e-01', '7.94e-02', '2.23e-01']	[None, '3.48e-01', '2.79e-01', '2.05e-01', '1.30e-01', '1.07e-01', '3.78e-02', '1.15e-01']	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	['0.00e+00', '1.38e+00', '1.17e+00', '9.60e-01', '6.70e-01', '5.60e-01', '2.10e-01', '5.90e-01']	/media/data/Benowitz1995_Fig1.png	13.725	0.07660139358684613			
Spigset1999a	timecourses	2098	plasma	paraxanthine/caffeine	ratio	-	3112			880.0	['3.40e-01', '4.30e-01', '5.40e-01', '5.90e-01', '8.20e-01', '9.70e-01']	['2.31e-02', '3.18e-02', '4.62e-02', '5.20e-02', '8.37e-02', '1.01e-01']	['2.35e-01', '2.56e-01', '2.96e-01', '3.05e-01', '3.54e-01', '3.61e-01']	h	['3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']	['8.00e-02', '1.10e-01', '1.60e-01', '1.80e-01', '2.90e-01', '3.50e-01']	/media/data/Spigset1999a_Tab2.png	4.635		['4.70e-01', '6.40e-01', '8.30e-01', '9.40e-01', '1.44e+00', '1.66e+00']	['2.20e-01', '2.70e-01', '3.10e-01', '3.80e-01', '4.70e-01', '5.00e-01']	['3.20e-01', '4.00e-01', '5.00e-01', '5.70e-01', '7.80e-01', '9.40e-01']
Spigset1999a	timecourses	2100	saliva	paraxanthine/caffeine	ratio	-	3112			880.0	['3.60e-01', '4.70e-01', '5.50e-01', '7.00e-01', '8.80e-01', '1.02e+00']	['2.60e-02', '3.75e-02', '3.75e-02', '5.20e-02', '7.22e-02', '8.08e-02']	['2.50e-01', '2.77e-01', '2.36e-01', '2.57e-01', '2.84e-01', '2.75e-01']	h	['3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']	['9.00e-02', '1.30e-01', '1.30e-01', '1.80e-01', '2.50e-01', '2.80e-01']	/media/data/Spigset1999a_Tab2.png	5.0299999999999985		['5.40e-01', '7.10e-01', '7.80e-01', '1.01e+00', '1.28e+00', '1.49e+00']	['2.30e-01', '2.80e-01', '3.70e-01', '4.50e-01', '5.50e-01', '6.10e-01']	['3.60e-01', '4.50e-01', '5.80e-01', '7.00e-01', '9.00e-01', '1.00e+00']
Turpault2009	timecourses	2123	plasma	omeprazole	concentration	µg/ml	3150			883.0	['1.33e-03', '9.73e-03', '7.26e-02', '1.30e-01', '1.05e-01', '5.88e-02', None, '1.50e-02', None, '8.80e-04', '8.80e-04']	[None, '4.60e-03', '2.05e-02', '2.00e-02', '1.50e-02', '1.04e-02', None, '3.55e-03', None, None, None]	[None, '2.59e+00', '1.55e+00', '8.46e-01', '7.85e-01', '9.70e-01', None, '1.29e+00', None, None, None]	h	['0.00e+00', '5.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00', '8.00e+00', '1.20e+01']	[None, '2.52e-02', '1.12e-01', '1.10e-01', '8.23e-02', '5.71e-02', None, '1.95e-02', None, None, None]	/media/data/Turpault2009_Fig1.png					
Turpault2009	timecourses	2127	plasma	warfarin	concentration	µg/ml	3150			883.0	[None, '4.41e-01', None, None, None, None, None, None, None, None, '3.13e-01', '2.25e-01', '1.36e-01', '8.40e-02', '5.39e-02', '3.55e-02', '2.53e-02', '1.91e-02', '1.30e-02', '8.87e-03', '6.83e-03']	[None, '2.13e-02', None, None, None, None, None, None, None, None, '9.60e-03', '1.03e-02', '9.10e-03', '5.73e-03', '4.11e-03', '3.11e-03', '2.37e-03', '1.50e-03', '8.73e-04', '8.73e-04', '9.97e-04']	[None, '2.65e-01', None, None, None, None, None, None, None, None, '1.68e-01', '2.52e-01', '3.67e-01', '3.74e-01', '4.18e-01', '4.81e-01', '5.13e-01', '4.29e-01', '3.69e-01', '5.39e-01', '7.99e-01']	h	['0.00e+00', '5.00e-01', '1.50e+00', '2.00e+00', '2.50e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '4.80e+01', '7.20e+01', '9.60e+01', '1.20e+02', '1.44e+02', '1.68e+02', '2.16e+02', '2.64e+02', '3.12e+02']	[None, '1.17e-01', None, None, None, None, None, None, None, None, '5.26e-02', '5.67e-02', '4.98e-02', '3.14e-02', '2.25e-02', '1.71e-02', '1.30e-02', '8.19e-03', '4.78e-03', '4.78e-03', '5.46e-03']	/media/data/Turpault2009_Fig1.png					
Beach1986	timecourses	1801	plasma	caffeine	concentration	µg/ml	2794			776.0	['1.66e+00', '2.12e+00', '2.61e+00', '3.00e+00', '2.92e+00', '2.82e+00', '2.55e+00', '2.31e+00', '2.03e+00', '1.50e+00', '1.03e+00', '7.30e-01', '4.90e-01']	['1.40e+00', '1.76e+00', '2.01e+00', '2.62e+00', '2.66e+00', '2.61e+00', '2.31e+00', '2.13e+00', '1.89e+00', '1.36e+00', '9.50e-01', '6.80e-01', '4.50e-01']	['2.67e+00', '2.63e+00', '2.44e+00', '2.76e+00', '2.88e+00', '2.93e+00', '2.86e+00', '2.92e+00', '2.94e+00', '2.87e+00', '2.92e+00', '2.95e+00', '2.90e+00']	h	['1.67e-01', '3.33e-01', '5.00e-01', '6.67e-01', '8.33e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '1.20e+01']		/media/data/Beach1986_Fig1.png	18.473333333333333	0.15625562853646105			
May1982	timecourses	2035	plasma	caffeine	concentration	µg/ml	3070	1344.0	['3.16e+00', '6.11e+00', '5.33e+00', '4.45e+00', '3.91e+00', '3.59e+00', '3.28e+00', '3.08e+00', '3.02e+00', '2.51e+00', '2.35e+00', '1.81e+00', '1.39e+00', '1.09e+00', '7.50e-01', '4.20e-01']					h	['1.67e-01', '2.50e-01', '3.33e-01', '4.17e-01', '5.00e-01', '5.83e-01', '6.67e-01', '8.33e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']		/media/data/May1982_Fig1.png	15.023333333333332	0.2368134518929883			
Benowitz1995	timecourses	1810	plasma	caffeine	concentration	µg/ml	2802			788.0	['0.00e+00', '3.01e+00', '2.76e+00', '2.68e+00', '3.27e+00', '3.14e+00', '2.95e+00', '2.58e+00']	['0.00e+00', '4.83e-01', '3.71e-01', '3.35e-01', '3.00e-01', '2.73e-01', '2.77e-01', '2.28e-01']	[None, '3.59e-01', '3.01e-01', '2.80e-01', '2.05e-01', '1.94e-01', '2.10e-01', '1.98e-01']	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	['0.00e+00', '1.08e+00', '8.30e-01', '7.50e-01', '6.70e-01', '6.10e-01', '6.20e-01', '5.10e-01']	/media/data/Benowitz1995_Fig1.png	7.9725	0.13384432978157373			
Benowitz1995	timecourses	1811	plasma	paraxanthine	concentration	µg/ml	2802			788.0	['0.00e+00', '3.00e-01', '4.90e-01', '5.60e-01', '7.00e-01', '8.10e-01', '9.90e-01', '1.29e+00']	['0.00e+00', '1.34e-02', '8.94e-03', '5.81e-02', '8.50e-02', '9.39e-02', '1.30e-01', '1.92e-01']	[None, '1.00e-01', '4.08e-02', '2.32e-01', '2.71e-01', '2.59e-01', '2.93e-01', '3.33e-01']	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	['0.00e+00', '3.00e-02', '2.00e-02', '1.30e-01', '1.90e-01', '2.10e-01', '2.90e-01', '4.30e-01']	/media/data/Benowitz1995_Fig1.png	2.252083333333333				
Benowitz1995	timecourses	1812	plasma	paraxanthine/caffeine	ratio	-	2802			788.0	[None, '1.00e-01', '1.80e-01', '2.10e-01', '2.10e-01', '2.60e-01', '3.40e-01', '5.00e-01']	[None, '1.79e-02', '2.24e-02', '3.58e-02', '3.13e-02', '3.58e-02', '5.37e-02', '8.50e-02']	[None, '4.00e-01', '2.78e-01', '3.81e-01', '3.33e-01', '3.08e-01', '3.53e-01', '3.80e-01']	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	[None, '4.00e-02', '5.00e-02', '8.00e-02', '7.00e-02', '8.00e-02', '1.20e-01', '1.90e-01']	/media/data/Benowitz1995_Fig1.png					
Benowitz1995	timecourses	1816	plasma	caffeine	concentration	µg/ml	2804			789.0	['0.00e+00', '6.73e+00', '7.10e+00', '7.26e+00', '7.48e+00', '6.91e+00', '6.65e+00', '5.82e+00']	['0.00e+00', '2.42e-01', '1.44e-01', '1.32e-01', '1.51e-01', '1.81e-01', '1.44e-01', '2.34e-01']	[None, '9.51e-02', '5.35e-02', '4.82e-02', '5.35e-02', '6.95e-02', '5.71e-02', '1.07e-01']	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	['0.00e+00', '6.40e-01', '3.80e-01', '3.50e-01', '4.00e-01', '4.80e-01', '3.80e-01', '6.20e-01']	/media/data/Benowitz1995_Fig1.png	18.49458333333333	0.1331696303305267			
Benowitz1995	timecourses	1817	plasma	paraxanthine	concentration	µg/ml	2804			789.0	['0.00e+00', '4.10e-01', '4.90e-01', '5.40e-01', '7.80e-01', '9.60e-01', '1.00e+00', '1.29e+00']	['0.00e+00', '4.16e-02', '2.27e-02', '5.29e-02', '4.16e-02', '4.16e-02', '1.10e-01', '1.32e-01']	[None, '2.68e-01', '1.22e-01', '2.59e-01', '1.41e-01', '1.15e-01', '2.90e-01', '2.71e-01']	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	['0.00e+00', '1.10e-01', '6.00e-02', '1.40e-01', '1.10e-01', '1.10e-01', '2.90e-01', '3.50e-01']	/media/data/Benowitz1995_Fig1.png	2.3666666666666667				
Benowitz1995	timecourses	1818	plasma	paraxanthine/caffeine	ratio	-	2804			789.0	[None, '6.00e-02', '7.00e-02', '7.00e-02', '1.00e-01', '1.40e-01', '1.50e-01', '2.20e-01']	[None, '7.56e-03', '3.78e-03', '7.56e-03', '7.56e-03', '7.56e-03', '1.51e-02', '2.27e-02']	[None, '3.33e-01', '1.43e-01', '2.86e-01', '2.00e-01', '1.43e-01', '2.67e-01', '2.73e-01']	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	[None, '2.00e-02', '1.00e-02', '2.00e-02', '2.00e-02', '2.00e-02', '4.00e-02', '6.00e-02']	/media/data/Benowitz1995_Fig1.png					
Akinyinka2000	timecourses	1645	plasma	caffeine	concentration	µg/ml	2770			757.0	['0.00e+00', '5.32e+00', '4.64e+00', '5.38e+00', '4.72e+00', '4.38e+00', '3.28e+00', '3.73e+00', '3.07e+00', '2.46e+00', '1.74e+00', '6.92e-01', '3.47e-01']	[None, None, None, None, '2.50e-01', '2.13e-01', '1.40e-01', '1.63e-01', '1.83e-01', '1.63e-01', '1.43e-01', '8.66e-02', '5.34e-02']	[None, None, None, None, '1.67e-01', '1.54e-01', '1.35e-01', '1.38e-01', '1.89e-01', '2.10e-01', '2.60e-01', '3.96e-01', '4.87e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, None, None, None, '7.91e-01', '6.75e-01', '4.43e-01', '5.17e-01', '5.80e-01', '5.17e-01', '4.53e-01', '2.74e-01', '1.69e-01']	/media/data/Akinyinka2000_Fig1.png	58.012	0.07655397724631953			
Benowitz1995	timecourses	1820	plasma	paraxanthine	concentration	µg/ml	2806			788.0	['0.00e+00', '1.27e+00', '1.78e+00', '1.71e+00', '1.84e+00', '1.94e+00', '2.74e+00', '2.83e+00']	['0.00e+00', '2.15e-01', '2.41e-01', '1.65e-01', '1.88e-01', '1.52e-01', '1.57e-01', '1.52e-01']	[None, '3.78e-01', '3.03e-01', '2.16e-01', '2.28e-01', '1.75e-01', '1.28e-01', '1.20e-01']	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	['0.00e+00', '4.80e-01', '5.40e-01', '3.70e-01', '4.20e-01', '3.40e-01', '3.50e-01', '3.40e-01']	/media/data/Benowitz1995_Fig1.png	6.024583333333334				
Akinyinka2000	timecourses	1646	plasma	caffeine	concentration	µg/ml	2770			758.0	['1.10e-02', '2.95e+00', '4.14e+00', '4.38e+00', '4.20e+00', '4.03e+00', '4.16e+00', '3.82e+00', '3.41e+00', '2.86e+00', '2.32e+00', '1.02e+00', '4.00e-01']	[None, None, None, '2.97e-01', '2.87e-01', '2.77e-01', '2.67e-01', '2.47e-01', '2.47e-01', '1.40e-01', '2.00e-01', '1.07e-01', '6.99e-02']	[None, None, None, '2.14e-01', '2.16e-01', '2.17e-01', '2.03e-01', '2.04e-01', '2.29e-01', '1.55e-01', '2.72e-01', '3.31e-01', '5.52e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, None, None, '9.38e-01', '9.07e-01', '8.75e-01', '8.44e-01', '7.80e-01', '7.80e-01', '4.43e-01', '6.33e-01', '3.37e-01', '2.21e-01']	/media/data/Akinyinka2000_Fig1.png	68.18755	0.06736722866531171			
Akinyinka2000	timecourses	1647	plasma	paraxanthine	concentration	µg/ml	2770			757.0	['6.00e-03', '1.83e-01', '2.00e-01', '2.84e-01', '4.79e-01', '6.67e-01', '6.87e-01', '9.98e-01', '1.08e+00', '1.03e+00', '1.00e+00', '4.66e-01', '2.36e-01']	[None, '2.85e-02', '2.56e-02', '2.94e-02', '5.79e-02', '6.89e-02', '7.18e-02', '1.02e-01', '6.99e-02', '8.10e-02', '5.98e-02', '5.69e-02', '3.57e-02']	[None, '4.92e-01', '4.05e-01', '3.27e-01', '3.82e-01', '3.27e-01', '3.30e-01', '3.23e-01', '2.05e-01', '2.48e-01', '1.88e-01', '3.86e-01', '4.79e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, '9.00e-02', '8.10e-02', '9.30e-02', '1.83e-01', '2.18e-01', '2.27e-01', '3.22e-01', '2.21e-01', '2.56e-01', '1.89e-01', '1.80e-01', '1.13e-01']	/media/data/Akinyinka2000_Fig1.png	23.62275	0.052558081523929163			
Akinyinka2000	timecourses	1648	plasma	paraxanthine	concentration	µg/ml	2770			758.0	['0.00e+00', '9.60e-02', '1.77e-01', '2.15e-01', '2.64e-01', '2.99e-01', '5.10e-01', '6.32e-01', '7.19e-01', '7.33e-01', '8.36e-01', '5.54e-01', '2.13e-01']	[None, '1.45e-02', '1.39e-02', '2.47e-02', '2.75e-02', '2.85e-02', '3.32e-02', '5.41e-02', '4.30e-02', '4.68e-02', '5.69e-02', '4.40e-02', '2.66e-02']	[None, '4.79e-01', '2.49e-01', '3.63e-01', '3.30e-01', '3.01e-01', '2.06e-01', '2.71e-01', '1.89e-01', '2.02e-01', '2.15e-01', '2.51e-01', '3.94e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, '4.60e-02', '4.40e-02', '7.80e-02', '8.70e-02', '9.00e-02', '1.05e-01', '1.71e-01', '1.36e-01', '1.48e-01', '1.80e-01', '1.39e-01', '8.40e-02']	/media/data/Akinyinka2000_Fig1.png	20.30755	0.05697235197396985			
Akinyinka2000	timecourses	1649	plasma	paraxanthine/caffeine	ratio	-	2770			757.0	[None, '3.40e-02', '4.30e-02', '5.30e-02', '1.01e-01', '1.53e-01', '2.10e-01', '2.67e-01', '3.50e-01', '4.20e-01', '5.76e-01', '6.74e-01', '6.82e-01']	[None, None, None, None, '1.33e-02', '1.74e-02', '2.37e-02', '2.97e-02', '3.10e-02', '4.30e-02', '5.85e-02', '1.18e-01', '1.47e-01']	[None, None, None, None, '4.16e-01', '3.59e-01', '3.57e-01', '3.52e-01', '2.80e-01', '3.24e-01', '3.21e-01', '5.53e-01', '6.82e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, None, None, None, '4.20e-02', '5.50e-02', '7.50e-02', '9.40e-02', '9.80e-02', '1.36e-01', '1.85e-01', '3.73e-01', '4.65e-01']	/media/data/Akinyinka2000_Fig1.png					
Akinyinka2000	timecourses	1650	plasma	paraxanthine/caffeine	ratio	-	2770			758.0	[None, '3.20e-02', '4.30e-02', '4.90e-02', '6.30e-02', '7.40e-02', '1.23e-01', '1.66e-01', '2.11e-01', '2.56e-01', '3.60e-01', '5.43e-01', '5.33e-01']	[None, None, None, '6.64e-03', '7.91e-03', '8.85e-03', '1.11e-02', '1.77e-02', '1.99e-02', '2.06e-02', '3.95e-02', '7.15e-02', '1.15e-01']	[None, None, None, '4.29e-01', '3.97e-01', '3.78e-01', '2.85e-01', '3.37e-01', '2.99e-01', '2.54e-01', '3.47e-01', '4.16e-01', '6.81e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, None, None, '2.10e-02', '2.50e-02', '2.80e-02', '3.50e-02', '5.60e-02', '6.30e-02', '6.50e-02', '1.25e-01', '2.26e-01', '3.63e-01']	/media/data/Akinyinka2000_Fig1.png					
Benowitz2003	timecourses	1828	plasma	chlorzoxazone	concentration	µg/ml	2812			790.0	['2.00e-02', '2.35e+00', '4.74e+00', '3.96e+00', '3.15e+00', '1.65e+00', '8.00e-01', '4.30e-01', '2.20e-01', '1.90e-01', '1.40e-01']	['2.02e-02', '2.02e-01', '1.33e-01', '1.41e-01', '1.27e-01', '7.79e-02', '8.08e-02', '7.51e-02', '6.06e-02', '2.60e-02', '2.89e-02']	['3.50e+00', '2.98e-01', '9.70e-02', '1.24e-01', '1.40e-01', '1.64e-01', '3.50e-01', '6.05e-01', '9.55e-01', '4.74e-01', '7.14e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '3.00e+00', '4.00e+00', '5.00e+00', '6.00e+00', '7.00e+00', '8.00e+00']	['7.00e-02', '7.00e-01', '4.60e-01', '4.90e-01', '4.40e-01', '2.70e-01', '2.80e-01', '2.60e-01', '2.10e-01', '9.00e-02', '1.00e-01']	/media/data/Benowitz2003_Fig1.png	11.2525	0.5470380231886652			
Benowitz2003	timecourses	1834	plasma	caffeine	concentration	µg/ml	2810			790.0	['7.00e-02', '1.47e+00', '3.15e+00', '3.88e+00', '2.85e+00', '2.17e+00', '1.49e+00', '8.90e-01']	['0.00e+00', '2.02e-01', '3.15e-01', '2.40e-01', '2.22e-01', '1.85e-01', '2.22e-01', '1.47e-01']	['0.00e+00', '4.76e-01', '3.46e-01', '2.14e-01', '2.70e-01', '2.95e-01', '5.17e-01', '5.73e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '6.00e+00', '8.00e+00', '1.20e+01']	['0.00e+00', '7.00e-01', '1.09e+00', '8.30e-01', '7.70e-01', '6.40e-01', '7.70e-01', '5.10e-01']	/media/data/Benowitz2003_Fig3.png	24.37	0.1413421755993408			
Blanchard1983a	timecourses	1836	plasma	caffeine	concentration	µg/ml	2818			791.0	['7.17e+00', '9.19e+00', '8.27e+00', '7.96e+00', '6.91e+00', '6.07e+00', '5.43e+00', '4.06e+00', '2.83e+00', '1.84e+00', '1.27e+00']	['1.68e-01', '9.87e-01', '4.46e-01', '3.35e-01', '4.24e-01', '3.60e-01', '4.27e-01', '4.21e-01', '3.67e-01', '3.29e-01', '3.00e-01']	['7.39e-02', '3.39e-01', '1.70e-01', '1.33e-01', '1.94e-01', '1.88e-01', '2.49e-01', '3.28e-01', '4.10e-01', '5.65e-01', '7.48e-01']	h	['0.00e+00', '5.00e-01', '7.50e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '9.00e+00', '1.20e+01', '1.50e+01']	['5.30e-01', '3.12e+00', '1.41e+00', '1.06e+00', '1.34e+00', '1.14e+00', '1.35e+00', '1.33e+00', '1.16e+00', '1.04e+00', '9.50e-01']	/media/data/Blanchard1983a_Fig2.png	59.47125	0.13311489285252984			
