	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	time	time_unit	cv	sd	min	max	median	name	route	value_intervention	unit_intervention	substance_name_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	('study', '')	('subject_pk', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('sex', 'choice')	('sex', 'count')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'unit')	('abstinence', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('overnight fast', 'unit')	('overnight fast', 'value')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'min')	('fasted', 'unit')	('fasted', 'value')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'unit')	('alcohol abstinence', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('HbA1c', 'count')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('HbA1c', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'mean')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'se')	('obesity index', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'se')	('body surface area', 'unit')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('medication type', 'choice')	('medication type', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
1027	concentration	µg/ml	plasma	728	caffeine			522.0	3320.0	220.09			0.21	696.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1028	concentration	µg/ml	plasma	728	caffeine			522.0	3030.0	179.93			0.19	569.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1029	concentration	µg/ml	plasma	728	paraxanthine			522.0	80.0	69.89			2.76	221.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1030	concentration	µg/ml	plasma	728	paraxanthine			522.0	240.0	69.89			0.92	221.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1031	concentration	µg/ml	plasma	728	paraxanthine			522.0	430.0	90.12			0.66	285.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1032	concentration	µg/ml	plasma	728	paraxanthine			522.0	600.0	90.12			0.48	285.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1033	concentration	µg/ml	plasma	728	paraxanthine			522.0	680.0	69.89			0.32	221.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1034	concentration	µg/ml	plasma	728	paraxanthine			522.0	710.0	69.89			0.31	221.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1035	concentration	µg/ml	plasma	728	paraxanthine			522.0	860.0	90.12			0.33	285.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1036	concentration	µg/ml	plasma	728	paraxanthine			522.0	1010.0	60.08			0.19	190.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1037	concentration	µg/ml	plasma	728	paraxanthine			522.0	1050.0	49.96			0.15	158.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1038	concentration	µg/ml	plasma	728	paraxanthine			522.0	1150.0	80.01			0.22	253.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1039	ratio	-	plasma	728	paraxanthine/caffeine			522.0										Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1040	ratio	-	plasma	728	paraxanthine/caffeine			522.0	28.0	8.85			1.0	28.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1041	ratio	-	plasma	728	paraxanthine/caffeine			522.0	76.0	16.44			0.68	52.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1042	ratio	-	plasma	728	paraxanthine/caffeine			522.0	113.0	18.97			0.53	60.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1043	ratio	-	plasma	728	paraxanthine/caffeine			522.0	146.0	16.13			0.35	51.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1044	ratio	-	plasma	728	paraxanthine/caffeine			522.0	164.0	17.71			0.34	56.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1045	ratio	-	plasma	728	paraxanthine/caffeine			522.0	225.0	26.25			0.37	83.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1046	ratio	-	plasma	728	paraxanthine/caffeine			522.0	300.0	23.4			0.25	74.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1047	ratio	-	plasma	728	paraxanthine/caffeine			522.0	316.0	25.93			0.26	82.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1048	ratio	-	plasma	728	paraxanthine/caffeine			522.0	380.0	34.79			0.29	110.0				Dcaf	iv	340.4	mg	caffeine	h	0.0	solution	single dose					Hetzler1990	522	all	homo sapiens	10	Y	10.0	10.0	0.22		27.9			6.2	1.96	yr		M	10	10.0	0.18		85.1			15.4	4.87	kg				caffeine	10		h	48.00			Y	10.0	h	12.0	N																																								10.0	0.03		1.79		0.04	0.01	m																																																													10.0	0.47	20.4	9.5	3.0	%	10.0	0.12	66.7	8.0	2.53	kg																			
1049	clearance	ml/min/kg	plasma	624	caffeine			489.0	0.6642857142857143	1.4714285714285713	24.0	h						D5	oral	10.0	mg/kg	caffeine	h	0.0							Bonati1982	489	all	homo sapiens	4	Y	4.0	4.0		36.0			26.0			yr		M	4	4.0			70.0					kg											Y	4.0			N																																																																																																																																										
1050	clearance	ml/min/kg	plasma	620	caffeine			489.0	1.4857142857142858	0.37142857142857144	24.0	h						D1	oral	0.22	mg/kg	caffeine	h	0.0							Bonati1982	489	all	homo sapiens	4	Y	4.0	4.0		36.0			26.0			yr		M	4	4.0			70.0					kg											Y	4.0			N																																																																																																																																										
1051	clearance	ml/min/kg	plasma	621	caffeine			489.0	1.9	0.19999999999999998	24.0	h						D2	oral	1.0	mg/kg	caffeine	h	0.0							Bonati1982	489	all	homo sapiens	4	Y	4.0	4.0		36.0			26.0			yr		M	4	4.0			70.0					kg											Y	4.0			N																																																																																																																																										
1052	clearance	ml/min/kg	plasma	622	caffeine			489.0	1.7	0.19999999999999998	24.0	h						D3	oral	1.54	mg/kg	caffeine	h	0.0							Bonati1982	489	all	homo sapiens	4	Y	4.0	4.0		36.0			26.0			yr		M	4	4.0			70.0					kg											Y	4.0			N																																																																																																																																										
1053	clearance	ml/min/kg	plasma	623	caffeine			489.0	1.0142857142857142	0.12857142857142856	24.0	h						D4	oral	5.0	mg/kg	caffeine	h	0.0							Bonati1982	489	all	homo sapiens	4	Y	4.0	4.0		36.0			26.0			yr		M	4	4.0			70.0					kg											Y	4.0			N																																																																																																																																										
1054	clearance	ml/min/kg	plasma	639	caffeine			511.0	2.25437037037037	0.2721481481481482			0.3	0.6666666666666667	1.5851851851851853	3.674074074074074		Dcaf	oral	167.0	mg	caffeine	h	0.0	solution	single dose					Fuhr1993a	511	smokers	homo sapiens	12	Y	12.0	6.0	0.41	56.0	34.5		21.0	14.06	5.74	yr		('M', 'F')	(2, 4)	6.0	0.22	80.0	67.5		39.0	14.6	5.96	kg		Y	6	methylxanthine	12		h	12.00							('Y', 'N')	(2, 2)																																							6.0	0.04	1.75	1.68	1.58	0.07	0.03	m																																																																																											
1055	clearance	ml/min/kg	plasma	639	caffeine			512.0	1.1557664233576643	0.1513868613138686			0.32	0.370948905109489	0.6131386861313869	1.7080291970802919		Dcaf	oral	167.0	mg	caffeine	h	0.0	solution	single dose					Fuhr1993a	512	nonsmokers	homo sapiens	12	Y	12.0	6.0	0.34	56.0	32.83		22.0	11.13	4.54	yr		('M', 'F')	(2, 4)	6.0	0.23	98.0	68.5		55.0	15.7	6.41	kg		N	6	methylxanthine	12		h	12.00							('Y', 'N')	(1, 3)																																							6.0	0.06	1.9	1.73	1.62	0.11	0.04	m																																																																																											
1056	clearance	ml/min/kg	plasma	748	caffeine			550.0	1.1985507246376812	0.1618840579710145			0.52	0.6268115942028986				D_CAF3	oral	3.0	mg/kg	caffeine	h	0.0	capsule						Seng2009	550	S_CNS	homo sapiens	59	Y	59.0	15.0	0.17		24.0			4.0	1.03	yr		M	59	15.0	0.17		69.0			12.0	3.1	kg		N	15												N	59	asian	59																	N	59.0																											15.0		200.0					mg/day																																																																																			
1057	clearance	ml/min/kg	plasma	749	caffeine			550.0	1.1862318840579709	0.19594202898550725			0.64	0.7589855072463768				D_CAF5	oral	5.0	mg/kg	caffeine	h	0.0	capsule						Seng2009	550	S_CNS	homo sapiens	59	Y	59.0	15.0	0.17		24.0			4.0	1.03	yr		M	59	15.0	0.17		69.0			12.0	3.1	kg		N	15												N	59	asian	59																	N	59.0																											15.0		200.0					mg/day																																																																																			
1058	clearance	ml/min/kg	plasma	748	caffeine			551.0	2.6415492957746483	0.26873239436619717			0.56	1.4715492957746479				D_CAF3	oral	3.0	mg/kg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
1059	clearance	ml/min/kg	plasma	749	caffeine			551.0	1.8728169014084508	0.1311267605633803			0.38	0.7184507042253521				D_CAF5	oral	5.0	mg/kg	caffeine	h	0.0	capsule						Seng2009	551	S_CS	homo sapiens	59	Y	59.0	30.0	0.22		23.0			5.0	0.91	yr		M	59	30.0	0.27		71.0			19.0	3.47	kg		Y	30												N	59	asian	59																	N	59.0			30	14.00	10.0	6.00			1/day																		30.0		200.0					mg/day																																																																																			
1060	clearance	ml/min/kg	plasma	748	caffeine			549.0	1.302258064516129	0.18564516129032257			0.53	0.6945161290322581				D_CAF3	oral	3.0	mg/kg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
1061	clearance	ml/min/kg	plasma	749	caffeine			549.0	1.3272580645161292	0.24354838709677418			0.69	0.9114516129032257				D_CAF5	oral	5.0	mg/kg	caffeine	h	0.0	capsule						Seng2009	549	S_NCNS	homo sapiens	59	Y	59.0	14.0	0.1		21.0			2.0	0.53	yr		M	59	14.0	0.15		62.0			9.0	2.41	kg		N	14												N	59	asian	59																	N	59.0																											14.0				200.0			mg/day																																																																																			
1062	clearance	ml/min/kg	plasma	750	caffeine			552.0							0.8625336927223719	1.765498652291105	1.3611859838274931	Dcaf	oral	200.0	mg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
1063	clearance	ml/min/kg	saliva	750	caffeine			552.0							1.334231805929919	2.641509433962264	1.576819407008086	Dcaf	oral	200.0	mg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
1064	clearance	ml/min/kg	plasma	731	caffeine			528.0	0.8873239436619719	0.2091549295774648			1.0	0.8873239436619719	0.014084507042253521	3.23943661971831		Dcaf	oral	366.0	mg	caffeine	h	0.0	tablet	single dose					Joeres1988	528	cirrhosis smokers	homo sapiens	71	N	18.0	18.0	0.2	65.0	46.0		30.0	9.0	2.12	yr		('F', 'M')	(5, 13)	18.0	0.2	94.0	71.0		51.0	14.0	3.3	kg		Y	18																									alcoholic liver cirrhosis	18.0																																																																																																																												
1065	clearance	ml/min/kg	plasma	731	caffeine			529.0	0.45333333333333337	0.11933333333333333			1.44	0.6533333333333333	0.013333333333333334	3.6		Dcaf	oral	366.0	mg	caffeine	h	0.0	tablet	single dose					Joeres1988	529	cirrhosis nonsmokers	homo sapiens	71	N	30.0	30.0	0.12	66.0	51.0		40.0	6.0	1.1	yr		('F', 'M')	(9, 21)	30.0	0.19	100.0	75.0		48.0	14.0	2.56	kg		N	30																									alcoholic liver cirrhosis	30.0																																																																																																																												
1066	clearance	ml/min/kg	plasma	633	caffeine			505.0	1.2804878048780488	0.21463414634146344								D1	oral	250.0	mg	caffeine	h	0.0							Culm-Merdek2005	505	all	homo sapiens	7	Y	7.0	7.0			50.0					yr		('F', 'M')	(1, 6)	7.0			82.0					kg		N	7	caffeine	7											7																																																																																																																																									
1067	clearance	ml/min/kg	plasma	734	caffeine			530.0	2.125748502994012	0.4341317365269461								D_CAF250	oral	250.0	mg	caffeine	h		capsule						Kaplan1997	530	all	homo sapiens	12	Y	12.0	12.0	0.23	41.0	28.8		22.0	6.6	1.91	yr		('M', 'F')	(5, 7)	12.0	0.16	86.4	66.8		54.4	10.7	3.09	kg		('Y', 'N')	(2, 10)	caffeine	12		h	24.00								12		12																					12	20.00		10.00			1/day																																																				('N', 'Y')	(2, 10)																																										12.0													
1068	clearance	ml/min/kg	plasma	735	caffeine			530.0	1.6916167664670658	0.3592814371257485								D_CAF500	oral	500.0	mg	caffeine	h		capsule						Kaplan1997	530	all	homo sapiens	12	Y	12.0	12.0	0.23	41.0	28.8		22.0	6.6	1.91	yr		('M', 'F')	(5, 7)	12.0	0.16	86.4	66.8		54.4	10.7	3.09	kg		('Y', 'N')	(2, 10)	caffeine	12		h	24.00								12		12																					12	20.00		10.00			1/day																																																				('N', 'Y')	(2, 10)																																										12.0													
1069	clearance	ml/min/kg	plasma	639	caffeine			511.0	2.25437037037037	0.2721481481481482			0.3	0.6666666666666667	1.5851851851851853	3.674074074074074		Dcaf	oral	2.4740740740740743	mg/kg	caffeine	h	0.0	solution	single dose					Fuhr1993a	511	smokers	homo sapiens	12	Y	12.0	6.0	0.41	56.0	34.5		21.0	14.06	5.74	yr		('M', 'F')	(2, 4)	6.0	0.22	80.0	67.5		39.0	14.6	5.96	kg		Y	6	methylxanthine	12		h	12.00							('Y', 'N')	(2, 2)																																							6.0	0.04	1.75	1.68	1.58	0.07	0.03	m																																																																																											
1070	clearance	ml/min/kg	plasma	639	caffeine			512.0	1.1557664233576643	0.1513868613138686			0.32	0.370948905109489	0.6131386861313869	1.7080291970802919		Dcaf	oral	2.437956204379562	mg/kg	caffeine	h	0.0	solution	single dose					Fuhr1993a	512	nonsmokers	homo sapiens	12	Y	12.0	6.0	0.34	56.0	32.83		22.0	11.13	4.54	yr		('M', 'F')	(2, 4)	6.0	0.23	98.0	68.5		55.0	15.7	6.41	kg		N	6	methylxanthine	12		h	12.00							('Y', 'N')	(1, 3)																																							6.0	0.06	1.9	1.73	1.62	0.11	0.04	m																																																																																											
1071	clearance	ml/min/kg	plasma	750	caffeine			552.0							0.8625336927223719	1.765498652291105	1.3611859838274931	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
1072	clearance	ml/min/kg	saliva	750	caffeine			552.0							1.334231805929919	2.641509433962264	1.576819407008086	Dcaf	oral	2.6954177897574123	mg/kg	caffeine	h	0.0	tablet	single dose					Spigset1999a	552	all	homo sapiens	12	Y	12.0	12.0	0.1		23.6			2.3	0.66	yr		M	12	12.0	0.11		74.2			8.0	2.31	kg		N	12						N	12.0	Y	12.0			N																																																																																																																																										
