study	pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	auc_end	group_pk	mean	kel	se	individual_pk	value	sd	cv	median	max	min
Healy1991	1735	726	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	caffeine	concentration	mg/l	/media/data/Healy1991_Fig1.png	30.8275	521.0	[0.15, 0.82, 2.6, 3.48, 3.81, 3.68, 3.38, 3.09, 2.88, 2.54, 2.01, 1.47, 0.82, 0.47, 0.17, 0.06, 0.0]		[0.0475, 0.0825, 0.2875, 0.19, 0.13, 0.075, 0.0825, 0.1075, 0.0925, 0.125, 0.08, 0.0925, 0.0725, 0.0625, 0.035, 0.0275, 0.0125]			[0.19, 0.33, 1.15, 0.76, 0.52, 0.3, 0.33, 0.43, 0.37, 0.5, 0.32, 0.37, 0.29, 0.25, 0.14, 0.11, 0.05]	[1.26666666666667, 0.402439024390244, 0.442307692307692, 0.218390804597701, 0.136482939632546, 0.0815217391304348, 0.0976331360946746, 0.13915857605178, 0.128472222222222, 0.196850393700787, 0.159203980099503, 0.251700680272109, 0.353658536585366, 0.531914893617021, 0.823529411764706, 1.83333333333333, None]			
Healy1991	1735	727	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	caffeine	concentration	mg/l	/media/data/Healy1991_Fig1.png	30.8275	521.0	[0.15, 0.82, 2.6, 3.48, 3.81, 3.68, 3.38, 3.09, 2.88, 2.54, 2.01, 1.47, 0.82, 0.47, 0.17, 0.06, 0.0]		[0.0475, 0.0825, 0.2875, 0.19, 0.13, 0.075, 0.0825, 0.1075, 0.0925, 0.125, 0.08, 0.0925, 0.0725, 0.0625, 0.035, 0.0275, 0.0125]			[0.19, 0.33, 1.15, 0.76, 0.52, 0.3, 0.33, 0.43, 0.37, 0.5, 0.32, 0.37, 0.29, 0.25, 0.14, 0.11, 0.05]	[1.26666666666667, 0.402439024390244, 0.442307692307692, 0.218390804597701, 0.136482939632546, 0.0815217391304348, 0.0976331360946746, 0.13915857605178, 0.128472222222222, 0.196850393700787, 0.159203980099503, 0.251700680272109, 0.353658536585366, 0.531914893617021, 0.823529411764706, 1.83333333333333, None]			
Healy1991	1737	726	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	paraxanthine	concentration	mg/l	/media/data/Healy1991_Fig2.png	25.691249999999997	521.0	[0.36, 0.46, 0.64, 0.81, 0.85, 0.97, 1.09, 1.09, 1.18, 1.26, 1.29, 1.24, 0.99, 0.74, 0.37, 0.19, 0.07]	0.07411678530847167	[0.05, 0.0525, 0.065, 0.08, 0.0425, 0.0425, 0.05, 0.045, 0.0425, 0.0475, 0.055, 0.065, 0.0575, 0.0725, 0.0425, 0.0375, 0.0375]			[0.2, 0.21, 0.26, 0.32, 0.17, 0.17, 0.2, 0.18, 0.17, 0.19, 0.22, 0.26, 0.23, 0.29, 0.17, 0.15, 0.15]	[0.555555555555556, 0.456521739130435, 0.40625, 0.395061728395062, 0.2, 0.175257731958763, 0.18348623853211, 0.165137614678899, 0.144067796610169, 0.150793650793651, 0.170542635658915, 0.209677419354839, 0.232323232323232, 0.391891891891892, 0.459459459459459, 0.789473684210526, 2.14285714285714]			
Healy1991	1739	726	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	paraxanthine	concentration	mg/l	/media/data/Healy1991_Fig2.png	25.07625	521.0	[0.38, 0.45, 0.59, 0.73, 0.83, 0.93, 1.04, 1.1, 1.14, 1.25, 1.31, 1.21, 0.98, 0.7, 0.35, 0.19, 0.07]	0.07333495583714769	[0.0325, 0.0475, 0.055, 0.06, 0.0625, 0.0475, 0.0475, 0.0475, 0.05, 0.07, 0.06, 0.0575, 0.0575, 0.0525, 0.0425, 0.045, 0.0375]			[0.13, 0.19, 0.22, 0.24, 0.25, 0.19, 0.19, 0.19, 0.2, 0.28, 0.24, 0.23, 0.23, 0.21, 0.17, 0.18, 0.15]	[0.342105263157895, 0.422222222222222, 0.372881355932203, 0.328767123287671, 0.301204819277108, 0.204301075268817, 0.182692307692308, 0.172727272727273, 0.175438596491228, 0.224, 0.183206106870229, 0.190082644628099, 0.23469387755102, 0.3, 0.485714285714286, 0.947368421052632, 2.14285714285714]			
Healy1991	1739	727	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	paraxanthine	concentration	mg/l	/media/data/Healy1991_Fig2.png	25.07625	521.0	[0.38, 0.45, 0.59, 0.73, 0.83, 0.93, 1.04, 1.1, 1.14, 1.25, 1.31, 1.21, 0.98, 0.7, 0.35, 0.19, 0.07]	0.07333495583714769	[0.0325, 0.0475, 0.055, 0.06, 0.0625, 0.0475, 0.0475, 0.0475, 0.05, 0.07, 0.06, 0.0575, 0.0575, 0.0525, 0.0425, 0.045, 0.0375]			[0.13, 0.19, 0.22, 0.24, 0.25, 0.19, 0.19, 0.19, 0.2, 0.28, 0.24, 0.23, 0.23, 0.21, 0.17, 0.18, 0.15]	[0.342105263157895, 0.422222222222222, 0.372881355932203, 0.328767123287671, 0.301204819277108, 0.204301075268817, 0.182692307692308, 0.172727272727273, 0.175438596491228, 0.224, 0.183206106870229, 0.190082644628099, 0.23469387755102, 0.3, 0.485714285714286, 0.947368421052632, 2.14285714285714]			
Healy1991	1741	726	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	paraxanthine/caffeine	ratio	-			521.0	[2.33, 0.43, 0.2, 0.2, 0.22, 0.27, 0.32, 0.35, 0.41, 0.47, 0.64, 0.84, 1.12, 1.46, 2.07, 2.81, None]		[0.1525, 0.075, 0.07, 0.0275, 0.02, 0.0275, 0.035, 0.045, 0.045, 0.0575, 0.08, 0.09, 0.115, 0.14, 0.0975, 0.1225, None]			[0.61, 0.3, 0.28, 0.11, 0.08, 0.11, 0.14, 0.18, 0.18, 0.23, 0.32, 0.36, 0.46, 0.56, 0.39, 0.49, None]	[0.261802575107296, 0.697674418604651, 1.4, 0.55, 0.363636363636364, 0.407407407407407, 0.4375, 0.514285714285714, 0.439024390243902, 0.48936170212766, 0.5, 0.428571428571429, 0.410714285714286, 0.383561643835616, 0.188405797101449, 0.174377224199288, None]			
Kronstrand2001	1881	767	plasma	h	[0.0, 1.2, 2.1, 3.3, 4.6, 5.7, 7.0, 9.3, 13.9, 18.6, 21.5]	codeine	concentration	ng/g	/media/data/Kronstrand2001_Fig1.png	1571.2252600000002	565.0		0.2059890693491806	[None, 7.50766666666667, 10.0115, 6.8262, 5.00603333333333, 4.0965, 2.73026666666667, 1.81906666666667, 2.95776666666667, 1.59433333333333, None]			[None, 22.523, 30.0345, 20.4786, 15.0181, 12.2895, 8.1908, 5.4572, 8.8733, 4.783, None]		[0.0034, 114.6408, 185.6024, 156.8994, 133.657, 116.561, 99.46, 78.2351, 46.7046, 24.0474, 1.4389]		
Fery1993	2144	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	rd	mg/min	/media/data/Fery1993_Fig2.png	77446.65000000001	593.0	[187.7, 199.85, 301.79, 317.23, 300.91, 311.97, 284.7, 246.5, 231.27, 196.35, 194.27]	0.0029125636306830223	[14.23, 17.52, 25.18, 20.81, 45.99, 13.13, 12.04, 18.62, 38.32, 19.71, 6.57]							
Healy1991	1743	726	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	paraxanthine/caffeine	ratio	-			521.0	[2.56, 0.55, 0.23, 0.21, 0.22, 0.25, 0.31, 0.35, 0.4, 0.49, 0.65, 0.82, 1.19, 1.5, 1.99, 3.08, None]		[0.1475, 0.0525, 0.065, 0.0425, 0.0325, 0.0225, 0.03, 0.04, 0.0425, 0.07, 0.065, 0.09, 0.11, 0.1225, 0.1075, 0.16, None]			[0.59, 0.21, 0.26, 0.17, 0.13, 0.09, 0.12, 0.16, 0.17, 0.28, 0.26, 0.36, 0.44, 0.49, 0.43, 0.64, None]	[0.23046875, 0.381818181818182, 1.1304347826087, 0.80952380952381, 0.590909090909091, 0.36, 0.387096774193548, 0.457142857142857, 0.425, 0.571428571428572, 0.4, 0.439024390243902, 0.369747899159664, 0.326666666666667, 0.21608040201005, 0.207792207792208, None]			
Healy1991	1743	727	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 16.0, 24.0, 32.0, 48.0]	paraxanthine/caffeine	ratio	-			521.0	[2.56, 0.55, 0.23, 0.21, 0.22, 0.25, 0.31, 0.35, 0.4, 0.49, 0.65, 0.82, 1.19, 1.5, 1.99, 3.08, None]		[0.1475, 0.0525, 0.065, 0.0425, 0.0325, 0.0225, 0.03, 0.04, 0.0425, 0.07, 0.065, 0.09, 0.11, 0.1225, 0.1075, 0.16, None]			[0.59, 0.21, 0.26, 0.17, 0.13, 0.09, 0.12, 0.16, 0.17, 0.28, 0.26, 0.36, 0.44, 0.49, 0.43, 0.64, None]	[0.23046875, 0.381818181818182, 1.1304347826087, 0.80952380952381, 0.590909090909091, 0.36, 0.387096774193548, 0.457142857142857, 0.425, 0.571428571428572, 0.4, 0.439024390243902, 0.369747899159664, 0.326666666666667, 0.21608040201005, 0.207792207792208, None]			
Kronstrand2001	1883	767	plasma	h	[0.0, 1.4161, 2.4188, 3.657, 4.6593, 5.8976, 6.8999, 9.2588, 14.0349, 18.6933, 21.6419]	morphine	concentration	ng/g	/media/data/Kronstrand2001_Fig1.png	67.653908215	565.0		0.03347577020131063	[None, None, None, None, None, None, None, None, None, None, None]			[None, None, None, None, None, None, None, None, None, None, None]		[0.0034, 4.0585, 5.3951, 4.6773, 3.9663, 3.931, 3.22, 3.8354, 2.3345, 2.202, 2.8007]		
Fery1993	2145	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	clearance	ml/min	/media/data/Fery1993_Fig2.png	67110.0	590.0	[144.18, 137.85, 212.15, 228.37, 246.77, 272.66, 286.76, 275.03, 220.33, 195.69, 178.6]	0.004712630635166102	[None, None, None, None, None, None, None, None, None, None, None]							
Kronstrand2001	1885	767	plasma	h	[0.0, 1.122, 2.1888, 3.3099, 4.6077, 5.6689, 6.9063, 9.263, 13.9188, 18.574, 21.6346]	codeine/morphine	ratio	-	/media/data/Kronstrand2001_Fig1.png	532.8801220900001	565.0		0.1437147339982014	[None, 1.60906666666667, 0.804233333333333, 0.919166666666667, 0.574933333333333, 1.03466666666667, 0.6893, 0.690166666666667, 0.574666666666667, 0.804233333333333, None]			[None, 4.8272, 2.4127, 2.7575, 1.7248, 3.104, 2.0679, 2.0705, 1.724, 2.4127, None]		[1.3834, 21.7087, 34.451, 36.1589, 37.5195, 36.8146, 34.7281, 29.867, 23.5937, 15.5964, 2.1052]		
Basu2009	2038	775	plasma	min	[-30.0, -20.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 30.0, 40.0, 50.0, 60.0, 75.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 260.0, 280.0, 300.0, 360.0]	glucose	ra	µmol/kg/min	/media/data/Basu2009_Fig3.png		575.0	[None, None, None, -0.18, -0.17, 0.02, 68.48, 71.0, 69.4, 75.51, 73.19, 69.8, 67.14, 56.77, 47.31, 35.89, 28.41, 22.89, 22.04, 23.33, 27.84, 22.85, 11.29]		[None, None, None, 0.36, 0.72, 0.54, 4.66, 7.17, 5.91, 4.84, 3.76, 4.84, 8.24, 6.81, 4.48, 5.2, 3.59, 2.69, 3.94, 4.3, 2.69, 3.23, 3.58]							
Basu2009	2039	775	plasma	min	[-30.0, -20.0, -10.0, 0.0, 5.0, 10.0, 15.0, 20.0, 30.0, 40.0, 50.0, 60.0, 75.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 260.0, 280.0, 300.0, 360.0]	glucose	rd	µmol/kg/min	/media/data/Basu2009_Fig3.png		575.0	[20.15, 19.7, 20.4, 20.18, None, None, 24.77, 21.8, 15.18, 27.31, 35.32, 44.24, 57.29, 60.05, 62.14, 60.34, 56.72, 51.72, 40.78, 40.35, 44.71, 39.93, 29.94]		[2.97, 3.43, 3.2, 3.2, None, None, 13.03, 5.94, 3.66, 2.74, 3.43, 2.97, 5.26, 7.54, 5.03, 3.2, 5.03, 2.51, 2.97, 2.97, 2.97, 3.2, 2.74]							
Fery1993	2146	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	clearance	ml/min	/media/data/Fery1993_Fig2.png	40065.00000000001	592.0	[117.31, 110.97, 111.07, 118.71, 137.1, 136.13, 141.62, 154.63, 145.06, 147.31, 148.49]	-0.00038950276621173193	[10.75, 9.67, 16.13, 9.68, 8.6, 13.98, 17.2, 20.42, 16.13, 13.98, 12.91]							
Fery1993	2147	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	clearance	ml/min	/media/data/Fery1993_Fig2.png	28209.750000000004	593.0	[95.81, 91.61, 93.87, 92.91, 91.93, 96.35, 97.52, 91.19, 97.74, 90.32, 97.96]		[5.38, 10.75, 7.53, 11.83, 10.75, 9.68, 11.82, 10.75, 8.6, 12.9, 11.82]							
Jeppesen1996	1744	729	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0]	caffeine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png	29.2925	523.0	[2.83, 2.88, 3.56, 4.23, 2.97, 2.73, 2.09, 1.35, 0.83, 0.58, 0.26]	0.12078738011685278								
Jeppesen1996	1745	729	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0]	paraxanthine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png		523.0	[0.38, 0.87, 0.95, None, 1.03, None, 1.18, 1.09, 0.91, 0.79, 0.34]									
Jeppesen1996	1746	729	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0]	theobromine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png		523.0	[0.78, 0.88, None, 1.02, None, None, 0.91, 0.75, 0.65, None, 0.43]									
Lia2009	1887	770	plasma	h	[0.053097345, 0.23893805, 0.50442475, 0.7699115, 1.0353982, 1.3539823, 1.460177, 2.0442479, 2.9734514, 4.061947, 6.0, 7.938053, 11.920354]	codeine	concentration	ng/ml	/media/data/Liao2009_Fig4.png	151.33879479627666	567.0	[0.24449877, 6.601467, 27.87286, 32.640587, 32.885086, 31.173594, 29.828852, 24.938875, 19.804401, 16.625917, 10.146699, 6.234719, 2.5672371]	0.23489411741379806	[None, 1.69481922648765, 4.53774218945942, 3.33496636731863, 1.85883391821007, 2.84292251575818, 1.88616917841461, 1.39412555046095, 1.01142475217984, 1.01142452857304, 0.628723283078335, 0.410036841109445, 0.246022171747707]			[None, 7.579462, 20.2934, 14.914423, 8.312958, 12.713936, 8.435205, 6.234719, 4.523229, 4.523228, 2.811736, 1.8337405, 1.1002446]	[None, 1.14814813131687, 0.728070244675286, 0.456928761728458, 0.252788087584749, 0.407843125178316, 0.282786779725884, 0.25000001002451, 0.228395143079561, 0.272058858467776, 0.277108446796342, 0.294117585732412, 0.428571478653063]			
Jeppesen1996	1747	729	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0]	theophylline	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png	2.8200000000000003	523.0	[0.04, 0.08, 0.11, 0.12, 0.14, 0.14, 0.15, 0.14, 0.14, 0.12, 0.09]	0.0296427036455917								
Jeppesen1996	1748	729	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0, 36.0, 48.0, 72.0, 120.0]	caffeine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png		523.0	[3.21, 4.14, None, 4.45, None, 3.97, 3.8, 3.55, 3.55, 3.35, 2.46, 1.85, 1.36, 1.05, 0.6]									
Jeppesen1996	1748	730	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0, 36.0, 48.0, 72.0, 120.0]	caffeine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png		523.0	[3.21, 4.14, None, 4.45, None, 3.97, 3.8, 3.55, 3.55, 3.35, 2.46, 1.85, 1.36, 1.05, 0.6]									
Lia2009	1889	770	plasma	h	[0.053097345, 0.23893805, 0.50442475, 0.7699115, 1.0353982, 1.3539823, 1.460177, 2.0442479, 2.9734514, 4.061947, 6.0, 7.938053, 11.920354]	morphine	concentration	ng/ml	/media/data/Liao2009_Fig4.png	32.11318424968387	567.0	[0.24449877, 1.5892421, 4.1564794, 5.1344743, 5.256724, 5.012225, 4.767726, 4.0342298, 3.6674817, 3.422983, 2.3227384, 2.0782397, 1.2224939]	0.129000495464658	[None, 0.218686330165491, 0.574051622274583, 0.492044298774053, 0.492044298774053, 0.546715937217126, 0.410036952912844, 0.30069372074806, 0.300693743108739, 0.246022037583628, 0.246022171747707, 0.164014736443778, 0.109343187443425]			[None, 0.977995, 2.5672369, 2.200489, 2.200489, 2.444988, 1.833741, 1.3447432, 1.3447433, 1.100244, 1.1002446, 0.7334962, 0.4889976]	[None, 0.615384528260358, 0.617646968249139, 0.428571431353742, 0.418604629042727, 0.487804916977989, 0.384615433017753, 0.333333316808081, 0.366666669393333, 0.321428414923475, 0.473684251313019, 0.352941097217996, 0.40000003272]			
Jeppesen1996	1749	729	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0, 36.0, 48.0, 72.0, 120.0]	paraxanthine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png		523.0	[0.25, 0.41, 0.44, 0.52, None, 0.51, 0.48, 0.48, 0.49, 0.5, 0.67, 0.45, 0.44, 0.3, 0.2]	0.008116747859139638								
Jeppesen1996	1749	730	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0, 36.0, 48.0, 72.0, 120.0]	paraxanthine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png		523.0	[0.25, 0.41, 0.44, 0.52, None, 0.51, 0.48, 0.48, 0.49, 0.5, 0.67, 0.45, 0.44, 0.3, 0.2]	0.008116747859139638								
Butler1991	2040	776	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	concentration	mmol/l	/media/data/Butler1991_Fig1.png	2637.45	578.0	[7.25, 11.16, 12.58, 11.36, 10.22, 7.64, 6.34, 5.9]	0.0032798335498035866	[0.5, 0.43, 0.43, 0.36, 0.93, 1.07, 1.07, 0.36]							
Jeppesen1996	1750	729	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0, 36.0, 48.0, 72.0, 120.0]	theobromine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png		523.0	[2.09, 1.89, None, 1.89, 2.09, 1.92, 1.86, 2.06, 1.92, 1.95, 1.6, 2.22, 1.82, 1.8, 1.01]	0.004483626580051967								
Jeppesen1996	1750	730	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0, 36.0, 48.0, 72.0, 120.0]	theobromine	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png		523.0	[2.09, 1.89, None, 1.89, 2.09, 1.92, 1.86, 2.06, 1.92, 1.95, 1.6, 2.22, 1.82, 1.8, 1.01]	0.004483626580051967								
Jeppesen1996	1751	729	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0, 36.0, 48.0, 72.0, 120.0]	theophylline	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png	15.3625	523.0	[0.04, 0.07, 0.07, 0.08, 0.08, 0.09, 0.1, 0.12, 0.14, 0.15, 0.18, 0.16, 0.14, 0.12, 0.1]	0.005321031899462045								
Jeppesen1996	1751	730	plasma	h	[0.5, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 12.0, 14.0, 24.0, 36.0, 48.0, 72.0, 120.0]	theophylline	concentration	mg/l	/media/data/Jeppesen1996_Fig2.png	15.3625	523.0	[0.04, 0.07, 0.07, 0.08, 0.08, 0.09, 0.1, 0.12, 0.14, 0.15, 0.18, 0.16, 0.14, 0.12, 0.1]	0.005321031899462045								
Butler1991	2041	776	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	concentration	mmol/l	/media/data/Butler1991_Fig1.png	4247.1	579.0	[11.17, 15.65, 17.92, 17.7, 16.05, 13.55, 11.47, 10.6]	0.002500483277322073	[1.0, 1.42, 1.21, 1.07, 0.93, 0.93, 0.93, 1.0]							
Butler1991	2042	776	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	concentration	mmol/l	/media/data/Butler1991_Fig1.png	1792.2	577.0	[5.33, 8.81, 8.73, 7.16, 5.37, 5.0, 4.78, 4.76]	0.002308253179033259	[0.36, 0.43, 0.36, 0.57, 0.36, 0.43, 0.36, 0.28]							
Butler1991	2043	776	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	insulin	concentration	pmol/l	/media/data/Butler1991_Fig1.png	98366.85	578.0	[113.66, 306.97, 409.16, 539.84, 587.97, 277.07, 191.09, 147.82]	0.0052356238707220205	[34.16, 54.08, 93.96, 136.67, 113.88, 31.32, 31.32, 37.01]							
Butler1991	2044	776	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	insulin	concentration	pmol/l	/media/data/Butler1991_Fig1.png	60401.09999999999	579.0	[99.42, 164.61, 229.81, 266.53, 263.4, 220.13, 168.31, 130.73]	0.00395004958165567	[39.85, 37.01, 37.02, 37.01, 68.34, 42.71, 28.48, 37.01]							
Loetsch2006	1890	771	plasma	h	[0.0, 0.3, 0.7, 1.3, 1.8, 2.2, 2.7, 3.3, 4.0, 4.4, 5.0]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	1802.255			0.3178709122868089		2072.0	[33.2, 146.3, 634.3, 553.8, 518.4, 381.0, 413.8, 309.9, 228.9, 227.6, 169.6]					
Loetsch2006	1891	771	plasma	h	[0.0, 0.3, 0.7, 1.3, 1.8, 2.2, 2.7, 3.3, 4.0, 4.5, 5.0]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	2150.265			0.2947860065387621		2073.0	[44.2, 198.1, 693.5, 740.2, 599.3, 520.7, 396.8, 347.2, 308.7, 264.4, 220.4]					
Loetsch2006	1892	771	plasma	h	[0.3, 0.5, 0.8, 1.4, 1.8, 2.3, 2.8, 3.3, 3.8, 4.2, 4.8, 5.3]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	3228.885			0.3737319430297438		2074.0	[19.4, 332.9, 1495.8, 1095.4, 797.8, 779.3, 618.5, 509.2, 462.4, 358.8, 300.4, 230.8]					
Loetsch2006	1893	771	plasma	h	[0.0, 0.2, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	2793.235			0.23448294087135282		2075.0	[5.7, 51.3, 718.6, 815.6, 730.0, 684.4, 604.6, 604.6, 536.1, 479.1, 376.4, 308.0]					
Loetsch2006	1894	771	plasma	h	[0.05, 0.1, 0.25, 0.64, 1.15, 1.67, 2.14, 2.59, 3.12, 3.6, 4.26, 4.58, 5.14]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	3230.6425			0.215825188612336		2076.0	[100.8, 718.1, 1397.8, 991.2, 794.2, 738.8, 553.0, 588.0, 543.9, 482.8, 405.0, 377.4, 361.7]					
Loetsch2006	1895	771	plasma	h	[0.0, 0.1, 0.2, 0.6, 1.2, 1.6, 2.0, 2.5, 3.0, 3.5, 3.9, 4.5, 5.1]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	4525.28			-0.017741525315671247		2077.0	[87.8, 838.0, 1231.0, 931.8, 794.7, 703.3, 831.2, 878.6, 960.4, 1019.2, 916.4, 883.1, 815.1]					
Loetsch2006	1896	771	plasma	h	[0.0, 0.2, 0.4, 0.5, 0.8, 1.2, 1.7, 2.2, 2.6, 3.0, 3.5, 4.0, 4.5, 4.8]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png				0.1867382476310071		2078.0	[84.7, 879.4, 991.1, None, 954.6, 873.5, 777.7, 763.6, 734.4, 705.4, 572.5, 513.8, 499.7, 433.3]					
Loetsch2006	1897	771	plasma	h	[0.4, 0.5, 0.8, 1.2, 1.6, 2.0, 2.4, 2.9, 3.3, 3.8, 4.3, 4.6, 5.0]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	1539.445			0.3924316213989028		2079.0	[0.0, 27.6, 428.2, 620.7, 575.6, 441.3, 388.7, 328.5, 253.6, 252.9, 192.8, 177.5, 132.3]					
Loetsch2006	1898	771	plasma	h	[0.1, 0.3, 0.5, 1.0, 1.3, 1.8, 2.2, 2.7, 3.1, 3.6, 4.1, 4.5, 4.9]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	2332.935			0.26889831120303986		2080.0	[22.7, 147.7, 579.5, 681.8, 738.6, 727.3, 534.1, 465.9, 465.9, 375.0, 386.4, 318.2, 272.7]					
Loetsch2006	1899	771	plasma	h	[0.0, 0.2, 0.4, 0.9, 1.3, 1.8, 2.2, 2.7, 3.1, 3.6, 4.0, 4.5, 4.9]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	3745.26			0.32112842442994816		2081.0	[68.1, 147.6, 812.8, 1213.6, 1202.6, 1070.7, 863.2, 799.3, 735.4, 577.1, 547.2, 437.9, 366.5]					
Loetsch2006	1900	771	plasma	h	[0.0, 0.2, 0.5, 0.9, 1.4, 1.8, 2.2, 2.7, 3.2, 3.6, 4.1, 4.6, 5.0]	codeine	concentration	nmol/ml	/media/data/Loetsch2006_Fig2.png	2185.835			0.41111918744531095		2082.0	[0.0, 191.5, 687.5, 728.8, 709.5, 648.6, 458.9, 473.7, 367.3, 317.7, 230.2, 207.1, 153.8]					
