study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	sd	time_unit	time	max	min	median
Yang2015	14103	QUICKI	-	plasma	754	glucose			327.0	3.80e-01	4.00e-03	1.19e-01						
Yang2015	14102	QUICKI	-	plasma	754	glucose			332.0	3.36e-01	2.00e-03	9.32e-02						
Yang2015	14101	QUICKI	-	plasma	754	glucose			331.0	3.41e-01	2.00e-03	1.10e-01						
Yang2015	14100	Matsuda index	-	plasma	754	glucose			330.0	4.63e+00	1.70e-01	4.79e-01						
Yang2015	14099	Matsuda index	-	plasma	754	glucose			329.0	5.67e+00	3.20e-01	5.59e-01						
Yang2015	14098	Matsuda index	-	plasma	754	glucose			328.0	6.40e+00	3.40e-01	5.01e-01						
Yang2015	14097	Matsuda index	-	plasma	754	glucose			327.0	8.31e+00	4.70e-01	6.37e-01						
Yang2015	14096	Matsuda index	-	plasma	754	glucose			332.0	4.19e+00	1.60e-01	5.98e-01						
Yang2015	14095	Matsuda index	-	plasma	754	glucose			331.0	5.18e+00	1.40e-01	5.08e-01						
Mikus1997	47556	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2638.0	6.90e+01										
Mikus1997	47555	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2637.0	1.16e+02										
Mikus1997	47554	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2636.0	7.60e+01										
Mikus1997	47553	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2635.0	8.80e+01										
Mikus1997	47552	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2634.0	1.45e+02										
Mikus1997	47551	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2633.0	7.40e-01										
Mikus1997	47550	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2632.0	4.00e-01										
Mikus1997	47549	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2631.0	4.40e-01										
Mikus1997	47548	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2630.0	3.00e-01										
Mikus1997	47547	ratio	-	urine	1589	sparteine/(2-dehydrosparteine+5-dehydrosparteine)	2629.0	4.80e-01										
Mikus1997	47626	auc_end	mg*h/l	plasma	1591	sulfapyridine	2638.0	2.97e+01						h	13.7			
Mikus1997	47625	auc_end	mg*h/l	plasma	1591	sulfapyridine	2637.0	8.69e+01						h	13.7			
Mikus1997	47624	auc_end	mg*h/l	plasma	1591	sulfapyridine	2636.0	7.88e+01						h	13.7			
Mikus1997	47623	auc_end	mg*h/l	plasma	1591	sulfapyridine	2635.0	8.85e+01						h	13.7			
Mikus1997	47622	auc_end	mg*h/l	plasma	1591	sulfapyridine	2634.0	2.97e+01						h	13.7			
Mikus1997	47621	auc_end	mg*h/l	plasma	1591	sulfapyridine	2633.0	9.14e+01						h	13.7			
Mikus1997	47620	auc_end	mg*h/l	plasma	1591	sulfapyridine	2632.0	3.86e+01						h	13.7			
Mikus1997	47619	auc_end	mg*h/l	plasma	1591	sulfapyridine	2631.0	9.24e+01						h	13.7			
Mikus1997	47618	auc_end	mg*h/l	plasma	1591	sulfapyridine	2630.0	7.35e+01						h	13.7			
Mikus1997	47617	auc_end	mg*h/l	plasma	1591	sulfapyridine	2629.0	5.51e+01						h	13.7			
Mikus1997	47606	oro-cecal transit time	h	plasma	1591	sulfapyridine	2638.0	1.17e+01										
Mikus1997	47605	oro-cecal transit time	h	plasma	1591	sulfapyridine	2637.0	6.20e+00										
Mikus1997	47604	oro-cecal transit time	h	plasma	1591	sulfapyridine	2636.0	6.20e+00										
Mikus1997	47603	oro-cecal transit time	h	plasma	1591	sulfapyridine	2635.0	6.70e+00										
Mikus1997	47602	oro-cecal transit time	h	plasma	1591	sulfapyridine	2634.0	1.17e+01										
Mikus1997	47601	oro-cecal transit time	h	plasma	1591	sulfapyridine	2633.0	6.20e+00										
Mikus1997	47600	oro-cecal transit time	h	plasma	1591	sulfapyridine	2632.0	1.07e+01										
Mikus1997	47599	oro-cecal transit time	h	plasma	1591	sulfapyridine	2631.0	5.70e+00										
Mikus1997	47598	oro-cecal transit time	h	plasma	1591	sulfapyridine	2630.0	4.70e+00										
Mikus1997	47597	oro-cecal transit time	h	plasma	1591	sulfapyridine	2629.0	7.20e+00										
Mikus1997	47650	auc_end	mg*h/l	plasma	1591	sulfapyridine			749.0	6.26e+01	8.75e+00	4.84e-01	3.03e+01	h	13.7			
Mikus1997	47649	auc_end	mg*h/l	plasma	1591	sulfapyridine			748.0	7.02e+01	6.73e+00	3.32e-01	2.33e+01	h	13.7			
Mikus1997	47646	oro-cecal transit time	h	plasma	1591	sulfapyridine			749.0	8.50e+00	8.37e-01	3.41e-01	2.90e+00					
Mikus1997	47645	oro-cecal transit time	h	plasma	1591	sulfapyridine			748.0	6.90e+00	6.64e-01	3.33e-01	2.30e+00					
Mikus1997	47696	clearance	l/h	plasma	1587	morphine			749.0	3.00e-01	1.73e-02	2.00e-01	6.00e-02					
Mikus1997	47695	clearance	l/h	plasma	1587	codeine-6-glucuronide			749.0	7.27e+01	7.17e+00	3.42e-01	2.48e+01					
Mikus1997	47694	recovery	µmol	urine	1587	codeine-6-glucuronide			749.0	9.00e+01	3.75e+00	1.44e-01	1.30e+01	h	14.0			
Mikus1997	47693	clearance_renal	l/h	plasma	1587	codeine			749.0	4.80e+00	4.50e-01	3.25e-01	1.56e+00					
Mikus1997	47692	recovery	µmol	urine	1587	codeine			749.0	6.20e+00	7.22e-01	4.03e-01	2.50e+00	h	14.0			
Mikus1997	47691	clearance	l/h	plasma	1587	codeine			749.0	1.13e+02	9.04e+00	2.76e-01	3.13e+01					
Mikus1997	47690	mrt	h	plasma	1587	codeine			749.0	3.40e+00	1.73e-01	1.76e-01	6.00e-01					
Mikus1997	47689	auc_end	h*pmol/ml	plasma	1587	codeine			749.0	1.34e+03	1.23e+02	3.19e-01	4.27e+02	h	14.0			
Mikus1997	47688	thalf	h	plasma	1587	codeine			749.0	2.30e+00	1.15e-01	1.74e-01	4.00e-01					
Mikus1997	47687	tmax	h	plasma	1587	codeine			749.0	6.20e-01	5.20e-02	2.90e-01	1.80e-01					
Mikus1997	47686	cmax	pmol/ml	plasma	1587	codeine			749.0	5.58e+02	4.04e+00	2.51e-02	1.40e+01					
Mikus1997	47685	clearance	l/h	plasma	1587	morphine			748.0	2.58e+00	1.73e-01	2.33e-01	6.00e-01					
Mikus1997	47684	clearance	l/h	plasma	1587	codeine-6-glucuronide			748.0	5.11e+01	8.24e+00	5.59e-01	2.86e+01					
Mikus1997	47683	recovery	µmol	urine	1587	codeine-6-glucuronide			748.0	7.00e+01	9.81e+00	4.86e-01	3.40e+01	h	14.0			
Mikus1997	47682	clearance_renal	l/h	plasma	1587	codeine			748.0	3.18e+00	5.89e-01	6.42e-01	2.04e+00					
Mikus1997	47681	recovery	µmol	urine	1587	codeine			748.0	4.30e+00	7.22e-01	5.81e-01	2.50e+00	h	14.0			
Mikus1997	47680	clearance	l/h	plasma	1587	codeine			748.0	9.97e+01	4.10e+00	1.43e-01	1.42e+01					
Mikus1997	47679	mrt	h	plasma	1587	codeine			748.0	2.90e+00	1.15e-01	1.38e-01	4.00e-01					
Mikus1997	47678	auc_end	h*pmol/ml	plasma	1587	codeine			748.0	1.44e+03	5.48e+01	1.32e-01	1.90e+02	h	14.0			
Mikus1997	47677	thalf	h	plasma	1587	codeine			748.0	2.00e+00	5.77e-02	1.00e-01	2.00e-01					
Mikus1997	47676	tmax	h	plasma	1587	codeine			748.0	5.40e-01	6.35e-02	4.07e-01	2.20e-01					
Mikus1997	47675	cmax	pmol/ml	plasma	1587	codeine			748.0	6.64e+02	2.74e+01	1.43e-01	9.50e+01					
Yue1991	51072	ratio	-	urine	1949	debrisoquine/4-hydroxydebrisoquine	3286.0	4.14e+00						h	8.0			
Yue1991	51071	ratio	-	urine	1949	debrisoquine/4-hydroxydebrisoquine	3285.0	8.80e-01						h	8.0			
Yue1991	51070	ratio	-	urine	1949	debrisoquine/4-hydroxydebrisoquine	3284.0	2.00e-01						h	8.0			
Yue1991	51069	ratio	-	urine	1949	debrisoquine/4-hydroxydebrisoquine	3283.0	3.86e+00						h	8.0			
Yue1991	51068	ratio	-	urine	1949	debrisoquine/4-hydroxydebrisoquine	3282.0	1.40e+00						h	8.0			
Yue1991	51067	ratio	-	urine	1949	debrisoquine/4-hydroxydebrisoquine	3281.0	5.10e-01						h	8.0			
Yue1991	51066	ratio	-	urine	1949	debrisoquine/4-hydroxydebrisoquine	3280.0	2.40e-01						h	8.0			
Yue1991	51065	ratio	-	urine	1949	debrisoquine/4-hydroxydebrisoquine	3279.0	4.10e-01						h	8.0			
Yue1991	51080	clearance_partial	l/h/kg	plasma	1947	codeine			848.0	1.13e-04	1.38e-05	3.45e-01	3.90e-05					
Yue1991	51079	clearance_partial	l/h/kg	plasma	1947	codeine			848.0	9.10e-05	1.24e-05	3.85e-01	3.50e-05					
Yue1991	51078	clearance_partial	l/h/kg	plasma	1947	codeine			848.0	7.90e-04	4.95e-05	1.77e-01	1.40e-04					
Yue1991	51077	clearance	l/h/kg	plasma	1947	codeine			848.0	1.26e-03	7.78e-05	1.75e-01	2.20e-04					
Yue1991	51120	clearance_renal	l/h/kg	plasma	1947	norcodeine			848.0	1.80e-01	3.29e-02	5.17e-01	9.30e-02					
Yue1991	51119	thalf	h	plasma	1947	norcodeine			848.0	3.75e+00	6.47e-01	4.88e-01	1.83e+00					
Yue1991	51118	auc_inf	µmol*h/l	plasma	1947	norcodeine			848.0	4.10e-01	1.16e-01	8.02e-01	3.29e-01					
Yue1991	51117	tmax	h	plasma	1947	norcodeine			848.0	1.11e+00	1.84e-01	4.68e-01	5.20e-01					
Yue1991	51116	cmax	nmol/l	plasma	1947	norcodeine			848.0	6.50e+01	1.13e+01	4.92e-01	3.20e+01					
Yue1991	51115	clearance_renal	l/h/kg	plasma	1947	morphine			848.0	1.30e-01	1.48e-02	3.23e-01	4.20e-02					
Yue1991	51114	thalf	h	plasma	1947	morphine			848.0	2.79e+00	5.27e-01	5.34e-01	1.49e+00					
Yue1991	51113	auc_inf	µmol*h/l	plasma	1947	morphine			848.0	4.80e-02	1.38e-02	8.12e-01	3.90e-02					
Yue1991	51112	tmax	h	plasma	1947	morphine			848.0	8.10e-01	1.20e-01	4.20e-01	3.40e-01					
Yue1991	51111	cmax	nmol/l	plasma	1947	morphine			848.0	1.66e+01	4.21e+00	7.17e-01	1.19e+01					
Yue1991	51110	clearance_renal	l/h/kg	plasma	1947	codeine-6-glucuronide			848.0	9.50e-02	5.66e-03	1.68e-01	1.60e-02					
Yue1991	51109	thalf	h	plasma	1947	codeine-6-glucuronide			848.0	3.44e+00	1.77e-01	1.45e-01	5.00e-01					
Yue1991	51108	auc_inf	µmol*h/l	plasma	1947	codeine-6-glucuronide			848.0	1.52e+01	9.83e-01	1.83e-01	2.78e+00					
Yue1991	51107	tmax	h	plasma	1947	codeine-6-glucuronide			848.0	1.54e+00	1.38e-01	2.53e-01	3.90e-01					
Yue1991	51106	cmax	nmol/l	plasma	1947	codeine-6-glucuronide			848.0	3.09e+03	1.81e+02	1.66e-01	5.12e+02					
Yue1991	51105	clearance_renal	l/h/kg	plasma	1947	codeine			848.0	4.70e-02	8.13e-03	4.89e-01	2.30e-02					
Yue1991	51104	thalf	h	plasma	1947	codeine			848.0	2.94e+00	1.73e-01	1.67e-01	4.90e-01					
Yue1991	51103	auc_inf	µmol*h/l	plasma	1947	codeine			848.0	1.66e+00	1.07e-01	1.83e-01	3.03e-01					
Yue1991	51102	tmax	h	plasma	1947	codeine			848.0	1.06e+00	1.48e-01	3.96e-01	4.20e-01					
Yue1991	51101	cmax	nmol/l	plasma	1947	codeine			848.0	4.45e+02	4.24e+01	2.70e-01	1.20e+02					
Yue1991	51138	recovery	-	urine	1947	morphine+normorphine+M3G+M6G+codeine+norcodeine+C3G+NCG			848.0	8.22e-01	5.52e-02	1.90e-01	1.56e-01	h	48.0			
Yue1991	51137	recovery	-	urine	1947	morphine			848.0	3.20e-03	7.07e-04	6.25e-01	2.00e-03	h	48.0			
Yue1991	51136	recovery	-	urine	1947	normorphine			848.0	2.02e-02	2.93e-03	4.11e-01	8.30e-03	h	48.0			
Yue1991	51135	recovery	-	urine	1947	morphine-6-glucuronide			848.0	9.80e-03	1.80e-03	5.20e-01	5.10e-03	h	48.0			
Yue1991	51134	recovery	-	urine	1947	morphine-3-glucuronide			848.0	4.20e-02	7.53e-03	5.07e-01	2.13e-02	h	48.0			
Yue1991	51133	recovery	-	urine	1947	norcodeine-glucuronide			848.0	3.70e-02	5.80e-03	4.43e-01	1.64e-02	h	48.0			
Yue1991	51132	recovery	-	urine	1947	norcodeine			848.0	3.26e-02	5.73e-03	4.97e-01	1.62e-02	h	48.0			
Yue1991	51131	recovery	-	urine	1947	codeine-6-glucuronide			848.0	6.20e-01	2.36e-02	1.08e-01	6.68e-02	h	48.0			
Yue1991	51130	recovery	-	urine	1947	codeine			848.0	5.71e-02	7.00e-03	3.47e-01	1.98e-02	h	48.0			
Hasselstrom1997	43248	ratio	-	urine	1269	debrisoquine/4-hydroxydebrisoquine			565.0	4.00e-01	6.64e-02	5.75e-01	2.30e-01	h	4.0			
Hasselstrom1997	43247	ratio	-	urine	1269	debrisoquine/4-hydroxydebrisoquine			566.0	7.36e+01	1.42e+01	6.68e-01	4.92e+01	h	4.0			
Hasselstrom1997	43280	recovery	-	urine	1267	norcodeine-glucuronide			566.0	1.74e-02	1.62e-03	3.22e-01	5.60e-03	h	6.0			
Hasselstrom1997	43279	recovery	-	urine	1267	norcodeine			566.0	1.59e-02	1.93e-03	4.21e-01	6.70e-03	h	6.0			
Hasselstrom1997	43278	recovery	-	urine	1267	normorphine			566.0	5.00e-05	5.77e-06	4.00e-01	2.00e-05	h	6.0			
Hasselstrom1997	43277	recovery	-	urine	1267	morphine			566.0	4.00e-06	5.77e-06	5.00e+00	2.00e-05	h	6.0			
Hasselstrom1997	43276	recovery	-	urine	1267	morphine-6-glucuronide			566.0	9.00e-05	4.91e-05	1.89e+00	1.70e-04	h	6.0			
Hasselstrom1997	43275	recovery	-	urine	1267	morphine-3-glucuronide			566.0	1.20e-03	2.89e-04	8.33e-01	1.00e-03	h	6.0			
Hasselstrom1997	43274	recovery	-	urine	1267	codeine-6-glucuronide			566.0	4.45e-01	2.97e-02	2.31e-01	1.03e-01	h	6.0			
Hasselstrom1997	43273	recovery	-	urine	1267	codeine			566.0	2.99e-02	3.46e-03	4.01e-01	1.20e-02	h	6.0			
Hasselstrom1997	43272	recovery	-	urine	1267	norcodeine-glucuronide			565.0	1.75e-02	1.27e-03	2.51e-01	4.40e-03	h	6.0			
Hasselstrom1997	43271	recovery	-	urine	1267	norcodeine			565.0	8.50e-03	8.08e-04	3.29e-01	2.80e-03	h	6.0			
Hasselstrom1997	43270	recovery	-	urine	1267	normorphine			565.0	7.90e-03	6.64e-04	2.91e-01	2.30e-03	h	6.0			
Hasselstrom1997	43269	recovery	-	urine	1267	morphine			565.0	1.20e-03	2.14e-04	6.17e-01	7.40e-04	h	6.0			
Hasselstrom1997	43268	recovery	-	urine	1267	morphine-6-glucuronide			565.0	8.40e-03	7.22e-04	2.98e-01	2.50e-03	h	6.0			
Hasselstrom1997	43267	recovery	-	urine	1267	morphine-3-glucuronide			565.0	2.63e-02	2.37e-03	3.12e-01	8.20e-03	h	6.0			
Hasselstrom1997	43266	recovery	-	urine	1267	codeine-6-glucuronide			565.0	4.62e-01	3.44e-02	2.58e-01	1.19e-01	h	6.0			
Hasselstrom1997	43265	recovery	-	urine	1267	codeine			565.0	2.58e-02	2.68e-03	3.60e-01	9.30e-03	h	6.0			
Yue1999	42936	ratio	-	urine	1217	debrisoquine/4-hydroxydebrisoquine			527.0	6.00e-01	4.91e-02	2.83e-01	1.70e-01	h	4.0			
Yue1999	42956	recovery	-	urine	1213	norcodeine-glucuronide			527.0	1.32e-02	2.05e-03	5.38e-01	7.10e-03	h	6.0			
Yue1999	42955	recovery	-	urine	1213	norcodeine			527.0	1.22e-02	1.70e-03	4.84e-01	5.90e-03	h	6.0			
Yue1999	42954	recovery	-	urine	1213	normorphine			527.0	7.70e-03	1.24e-03	5.58e-01	4.30e-03	h	6.0			
Yue1999	42953	recovery	-	urine	1213	morphine			527.0	1.80e-03	3.46e-04	6.67e-01	1.20e-03	h	6.0			
Yue1999	42952	recovery	-	urine	1213	morphine-6-glucuronide			527.0	1.70e-03	8.66e-04	1.76e+00	3.00e-03	h	6.0			
Yue1999	42951	recovery	-	urine	1213	morphine-3-glucuronide			527.0	2.13e-02	2.77e-03	4.51e-01	9.60e-03	h	6.0			
Yue1999	42950	recovery	-	urine	1213	codeine-6-glucuronide			527.0	3.97e-01	5.28e-02	4.61e-01	1.83e-01	h	6.0			
Yue1999	42949	recovery	-	urine	1213	codeine			527.0	4.50e-02	6.70e-03	5.16e-01	2.32e-02	h	6.0			
Yue1999	42948	oro-cecal transit time	h	breath	1213	hydrogen			527.0	2.60e+00	3.46e-01	4.62e-01	1.20e+00					
Yue1999	42947	oro-cecal transit time	h	breath	1215	hydrogen			527.0	1.90e+00	1.73e-01	3.16e-01	6.00e-01					
Yue1991B	76846	clearance_partial	l/h/kg	urine	3241	codeine	5036.0	1.03e+00										
Yue1991B	76845	clearance_partial	l/h/kg	urine	3241	codeine	5035.0	1.50e+00										
Yue1991B	76844	clearance_partial	l/h/kg	urine	3241	codeine	5034.0	1.60e+00										
Yue1991B	76843	clearance_partial	l/h/kg	urine	3241	codeine	5033.0	2.18e+00										
Yue1991B	76842	clearance_partial	l/h/kg	urine	3241	codeine	5032.0	1.47e+00										
Yue1991B	76841	clearance_partial	l/h/kg	urine	3241	codeine	5031.0	8.10e-01										
Yue1991B	76840	clearance_partial	l/h/kg	urine	3241	codeine	5030.0	1.86e+00										
Yue1991B	76839	clearance_partial	l/h/kg	urine	3241	codeine	5029.0	1.52e+00										
Yue1991B	76838	clearance_partial	l/h/kg	urine	3241	codeine	5028.0	1.31e+00										
Yue1991B	76837	clearance_partial	l/h/kg	urine	3241	codeine	5027.0	1.34e+00										
Yue1991B	76836	clearance_partial	l/h/kg	urine	3241	codeine	5026.0	2.24e+00										
Yue1991B	76835	clearance_partial	l/h/kg	urine	3241	codeine	5025.0	1.42e+00										
Yue1991B	76834	clearance_partial	l/h/kg	urine	3241	codeine	5024.0	8.90e-01										
Yue1991B	76833	clearance_partial	l/h/kg	urine	3241	codeine	5023.0	7.70e-01										
Yue1991B	76832	clearance_partial	l/h/kg	urine	3241	codeine	5036.0	1.50e-01										
Yue1991B	76831	clearance_partial	l/h/kg	urine	3241	codeine	5035.0	2.70e-01										
Yue1991B	76830	clearance_partial	l/h/kg	urine	3241	codeine	5034.0	1.50e-01										
Yue1991B	76829	clearance_partial	l/h/kg	urine	3241	codeine	5033.0	3.80e-01										
Yue1991B	76828	clearance_partial	l/h/kg	urine	3241	codeine	5032.0	1.60e-01										
Yue1991B	76827	clearance_partial	l/h/kg	urine	3241	codeine	5031.0	1.60e-01										
Yue1991B	76826	clearance_partial	l/h/kg	urine	3241	codeine	5030.0	2.10e-01										
Yue1991B	76825	clearance_partial	l/h/kg	urine	3241	codeine	5029.0	1.20e-01										
Yue1991B	76824	clearance_partial	l/h/kg	urine	3241	codeine	5028.0	2.20e-01										
Yue1991B	76823	clearance_partial	l/h/kg	urine	3241	codeine	5027.0	1.40e-01										
Yue1991B	76822	clearance_partial	l/h/kg	urine	3241	codeine	5026.0	3.30e-01										
Yue1991B	76821	clearance_partial	l/h/kg	urine	3241	codeine	5025.0	1.70e-01										
Yue1991B	76820	clearance_partial	l/h/kg	urine	3241	codeine	5024.0	1.10e-01										
Yue1991B	76819	clearance_partial	l/h/kg	urine	3241	codeine	5023.0	9.00e-02										
Yue1991B	76818	clearance_partial	l/h/kg	urine	3241	codeine	5036.0	4.00e-03										
Yue1991B	76817	clearance_partial	l/h/kg	urine	3241	codeine	5035.0	4.00e-03										
Yue1991B	76816	clearance_partial	l/h/kg	urine	3241	codeine	5034.0	9.00e-03										
Yue1991B	76815	clearance_partial	l/h/kg	urine	3241	codeine	5033.0	1.70e-02										
Yue1991B	76814	clearance_partial	l/h/kg	urine	3241	codeine	5032.0	4.00e-03										
Yue1991B	76813	clearance_partial	l/h/kg	urine	3241	codeine	5031.0	2.00e-03										
Yue1991B	76812	clearance_partial	l/h/kg	urine	3241	codeine	5030.0	1.00e-02										
Yue1991B	76811	clearance_partial	l/h/kg	urine	3241	codeine	5029.0	4.00e-02										
Yue1991B	76810	clearance_partial	l/h/kg	urine	3241	codeine	5028.0	6.00e-02										
Yue1991B	76809	clearance_partial	l/h/kg	urine	3241	codeine	5027.0	2.00e-01										
Yue1991B	76808	clearance_partial	l/h/kg	urine	3241	codeine	5026.0	2.70e-01										
Yue1991B	76807	clearance_partial	l/h/kg	urine	3241	codeine	5025.0	2.50e-01										
Yue1991B	76806	clearance_partial	l/h/kg	urine	3241	codeine	5024.0	9.00e-02										
Yue1991B	76805	clearance_partial	l/h/kg	urine	3241	codeine	5023.0	9.00e-02										
Yue1991B	76804	clearance	l/h/kg	plasma	3241	codeine	5036.0	1.24e+00										
Yue1991B	76803	clearance	l/h/kg	plasma	3241	codeine	5035.0	2.11e+00										
Yue1991B	76802	clearance	l/h/kg	plasma	3241	codeine	5034.0	1.73e+00										
Yue1991B	76801	clearance	l/h/kg	plasma	3241	codeine	5033.0	2.81e+00										
Yue1991B	76800	clearance	l/h/kg	plasma	3241	codeine	5032.0	2.36e+00										
Yue1991B	76799	clearance	l/h/kg	plasma	3241	codeine	5031.0	1.24e+00										
Yue1991B	76798	clearance	l/h/kg	plasma	3241	codeine	5030.0	2.04e+00										
Yue1991B	76797	clearance	l/h/kg	plasma	3241	codeine	5029.0	1.83e+00										
Yue1991B	76796	clearance	l/h/kg	plasma	3241	codeine	5028.0	2.39e+00										
Yue1991B	76795	clearance	l/h/kg	plasma	3241	codeine	5027.0	2.13e+00										
Yue1991B	76794	clearance	l/h/kg	plasma	3241	codeine	5026.0	3.95e+00										
Yue1991B	76793	clearance	l/h/kg	plasma	3241	codeine	5025.0	1.88e+00										
Yue1991B	76792	clearance	l/h/kg	plasma	3241	codeine	5024.0	1.38e+00										
Yue1991B	76791	clearance	l/h/kg	plasma	3241	codeine	5023.0	1.23e+00										
Yue1991B	76790	thalf	h	plasma	3241	codeine	5036.0	3.18e+00										
Yue1991B	76789	thalf	h	plasma	3241	codeine	5035.0	2.21e+00										
Yue1991B	76788	thalf	h	plasma	3241	codeine	5034.0	2.79e+00										
Yue1991B	76787	thalf	h	plasma	3241	codeine	5033.0	3.20e+00										
Yue1991B	76786	thalf	h	plasma	3241	codeine	5032.0	2.73e+00										
Yue1991B	76785	thalf	h	plasma	3241	codeine	5031.0	3.29e+00										
Yue1991B	76784	thalf	h	plasma	3241	codeine	5030.0	1.89e+00										
Yue1991B	76783	thalf	h	plasma	3241	codeine	5029.0	2.84e+00										
Yue1991B	76782	thalf	h	plasma	3241	codeine	5028.0	1.55e+00										
Yue1991B	76781	thalf	h	plasma	3241	codeine	5027.0	2.88e+00										
Yue1991B	76780	thalf	h	plasma	3241	codeine	5026.0	1.58e+00										
Yue1991B	76779	thalf	h	plasma	3241	codeine	5025.0	2.91e+00										
Yue1991B	76778	thalf	h	plasma	3241	codeine	5024.0	2.51e+00										
Yue1991B	76777	thalf	h	plasma	3241	codeine	5023.0	1.23e+00										
Yue1991B	76776	tmax	h	plasma	3241	codeine	5036.0	3.30e-01										
Yue1991B	76775	tmax	h	plasma	3241	codeine	5035.0	1.00e+00										
Yue1991B	76774	tmax	h	plasma	3241	codeine	5034.0	1.00e+00										
Yue1991B	76773	tmax	h	plasma	3241	codeine	5033.0	6.70e-01										
Yue1991B	76772	tmax	h	plasma	3241	codeine	5032.0	1.50e+00										
Yue1991B	76771	tmax	h	plasma	3241	codeine	5031.0	6.70e-01										
Yue1991B	76770	tmax	h	plasma	3241	codeine	5030.0	1.00e+00										
Yue1991B	76769	tmax	h	plasma	3241	codeine	5029.0	1.00e+00										
Yue1991B	76768	tmax	h	plasma	3241	codeine	5028.0	5.00e-01										
Yue1991B	76767	tmax	h	plasma	3241	codeine	5027.0	1.00e+00										
Yue1991B	76766	tmax	h	plasma	3241	codeine	5026.0	1.50e+00										
Yue1991B	76765	tmax	h	plasma	3241	codeine	5025.0	1.00e+00										
Yue1991B	76764	tmax	h	plasma	3241	codeine	5024.0	1.50e+00										
Yue1991B	76763	tmax	h	plasma	3241	codeine	5023.0	5.00e-01										
Yue1991B	76762	cmax	nmol/l	plasma	3241	codeine	5036.0	5.05e+02										
Yue1991B	76761	cmax	nmol/l	plasma	3241	codeine	5035.0	2.49e+02										
Yue1991B	76760	cmax	nmol/l	plasma	3241	codeine	5034.0	1.54e+02										
Yue1991B	76759	cmax	nmol/l	plasma	3241	codeine	5033.0	1.73e+02										
Yue1991B	76758	cmax	nmol/l	plasma	3241	codeine	5032.0	1.79e+02										
Yue1991B	76757	cmax	nmol/l	plasma	3241	codeine	5031.0	4.32e+02										
Yue1991B	76756	cmax	nmol/l	plasma	3241	codeine	5030.0	3.78e+02										
Yue1991B	76755	cmax	nmol/l	plasma	3241	codeine	5029.0	2.72e+02										
Yue1991B	76754	cmax	nmol/l	plasma	3241	codeine	5028.0	3.27e+02										
Yue1991B	76753	cmax	nmol/l	plasma	3241	codeine	5027.0	1.65e+02										
Yue1991B	76752	cmax	nmol/l	plasma	3241	codeine	5026.0	2.06e+02										
Yue1991B	76751	cmax	nmol/l	plasma	3241	codeine	5025.0	2.50e+02										
Yue1991B	76750	cmax	nmol/l	plasma	3241	codeine	5024.0	2.72e+02										
Yue1991B	76749	cmax	nmol/l	plasma	3241	codeine	5023.0	4.62e+02										
Yue1991B	76748	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5036.0	3.10e+01										
Yue1991B	76747	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5035.0	3.80e+02										
Yue1991B	76746	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5034.0	9.70e+01										
Yue1991B	76745	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5033.0	2.60e+01										
Yue1991B	76744	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5032.0	3.70e+01										
Yue1991B	76743	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5031.0	2.50e+02										
Yue1991B	76742	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5030.0	7.48e+00										
Yue1991B	76741	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5029.0	3.30e+00										
Yue1991B	76740	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5028.0	3.10e+00										
Yue1991B	76739	ratio	-	urine	3243	debrisoquine/4-hydroxydebrisoquine	5027.0	4.30e-01										
